Date,Open,High,Low,Close,Adj Close,Volume
2020-05-05,73.76499938964844,75.25,73.61499786376953,74.38999938964844,72.9397964477539,147751200
2020-05-06,75.11499786376953,75.80999755859375,74.71749877929688,75.15750122070312,73.69234466552734,142333600
2020-05-07,75.80500030517578,76.2925033569336,75.49250030517578,75.93499755859375,74.45468139648438,115215200
2020-05-08,76.41000366210938,77.5875015258789,76.07250213623047,77.53250122070312,76.22683715820312,133838400
2020-05-11,77.0250015258789,79.26249694824219,76.80999755859375,78.75250244140625,77.42628479003906,145946400
2020-05-12,79.4574966430664,79.92250061035156,77.72750091552734,77.85250091552734,76.54145050048828,162301200
2020-05-13,78.0374984741211,78.98750305175781,75.80249786376953,76.9124984741211,75.61727905273438,200622400
2020-05-14,76.12750244140625,77.44750213623047,75.38249969482422,77.38500213623047,76.08181762695312,158929200
2020-05-15,75.0875015258789,76.9749984741211,75.05249786376953,76.92749786376953,75.63200378417969,166348400
2020-05-18,78.2925033569336,79.125,77.58000183105469,78.73999786376953,77.41398620605469,135178400
2020-05-19,78.75749969482422,79.62999725341797,78.25250244140625,78.28500366210938,76.96665954589844,101729600
2020-05-20,79.16999816894531,79.87999725341797,79.12999725341797,79.80750274658203,78.46353912353516,111504800
2020-05-21,79.66500091552734,80.22250366210938,78.96749877929688,79.2125015258789,77.8785400390625,102688800
2020-05-22,78.94249725341797,79.80750274658203,78.8375015258789,79.72250366210938,78.37995910644531,81803200
2020-05-26,80.875,81.05999755859375,79.125,79.18250274658203,77.84904479980469,125522000
2020-05-27,79.03500366210938,79.67749786376953,78.27249908447266,79.52749633789062,78.18824768066406,112945200
2020-05-28,79.19249725341797,80.86000061035156,78.90750122070312,79.5625,78.22264099121094,133560800
2020-05-29,79.8125,80.2874984741211,79.11750030517578,79.48500061035156,78.14644622802734,153532400
2020-06-01,79.4375,80.5875015258789,79.30249786376953,80.4625015258789,79.10748291015625,80791200
2020-06-02,80.1875,80.86000061035156,79.73249816894531,80.83499908447266,79.47372436523438,87642800
2020-06-03,81.16500091552734,81.55000305175781,80.57499694824219,81.27999877929688,79.91121673583984,104491200
2020-06-04,81.09750366210938,81.40499877929688,80.19499969482422,80.58000183105469,79.22300720214844,87560400
2020-06-05,80.8375015258789,82.9375,80.80750274658203,82.875,81.47935485839844,137250400
2020-06-08,82.5625,83.4000015258789,81.83000183105469,83.36499786376953,81.96109771728516,95654400
2020-06-09,83.03500366210938,86.40249633789062,83.00250244140625,85.99749755859375,84.54927825927734,147712400
2020-06-10,86.9749984741211,88.69249725341797,86.52249908447266,88.20999908447266,86.72451782226562,166651600
2020-06-11,87.32749938964844,87.76499938964844,83.87000274658203,83.9749984741211,82.56083679199219,201662400
2020-06-12,86.18000030517578,86.94999694824219,83.55500030517578,84.69999694824219,83.27362823486328,200146000
2020-06-15,83.3125,86.41999816894531,83.1449966430664,85.74749755859375,84.30347442626953,138808800
2020-06-16,87.86499786376953,88.30000305175781,86.18000030517578,88.0199966430664,86.5377197265625,165428800
2020-06-17,88.7874984741211,88.8499984741211,87.77249908447266,87.89749908447266,86.41728210449219,114406400
2020-06-18,87.85250091552734,88.36250305175781,87.30500030517578,87.93250274658203,86.45169067382812,96820400
2020-06-19,88.66000366210938,89.13999938964844,86.2874984741211,87.43000030517578,85.95764923095703,264476000
2020-06-22,87.83499908447266,89.86499786376953,87.7874984741211,89.71749877929688,88.20663452148438,135445200
2020-06-23,91.0,93.09500122070312,90.56749725341797,91.63249969482422,90.0893783569336,212155600
2020-06-24,91.25,92.19750213623047,89.62999725341797,90.01499938964844,88.4991226196289,192623200
2020-06-25,90.17500305175781,91.25,89.39250183105469,91.20999908447266,89.67400360107422,137522400
2020-06-26,91.10250091552734,91.33000183105469,88.25499725341797,88.40750122070312,86.91869354248047,205256800
2020-06-29,88.3125,90.5425033569336,87.81999969482422,90.44499969482422,88.921875,130646000
2020-06-30,90.0199966430664,91.49500274658203,90.0,91.19999694824219,89.66417694091797,140223200
2020-07-01,91.27999877929688,91.83999633789062,90.97750091552734,91.02749633789062,89.49456787109375,110737200
2020-07-02,91.9625015258789,92.61750030517578,90.91000366210938,91.02749633789062,89.49456787109375,114041600
2020-07-06,92.5,93.94499969482422,92.46749877929688,93.4625015258789,91.88856506347656,118655600
2020-07-07,93.85250091552734,94.65499877929688,93.05750274658203,93.17250061035156,91.60345458984375,112424400
2020-07-08,94.18000030517578,95.375,94.08999633789062,95.34249877929688,93.73690032958984,117092000
2020-07-09,96.26249694824219,96.31749725341797,94.67250061035156,95.75250244140625,94.13998413085938,125642800
2020-07-10,95.33499908447266,95.9800033569336,94.70500183105469,95.91999816894531,94.3046646118164,90257200
2020-07-13,97.26499938964844,99.95500183105469,95.25749969482422,95.47750091552734,93.86964416503906,191649200
2020-07-14,94.83999633789062,97.25499725341797,93.87750244140625,97.05750274658203,95.42303466796875,170989200
2020-07-15,98.98999786376953,99.24749755859375,96.48999786376953,97.7249984741211,96.07926177978516,153198000
2020-07-16,96.5625,97.40499877929688,95.90499877929688,96.52249908447266,94.89704132080078,110577600
2020-07-17,96.98750305175781,97.14749908447266,95.83999633789062,96.32749938964844,94.70530700683594,92186800
2020-07-20,96.4175033569336,98.5,96.0625,98.35749816894531,96.70112609863281,90318000
2020-07-21,99.17250061035156,99.25,96.74250030517578,97.0,95.36649322509766,103433200
2020-07-22,96.69249725341797,97.9749984741211,96.60250091552734,97.27249908447266,95.6343994140625,89001600
2020-07-23,96.99749755859375,97.07749938964844,92.01000213623047,92.84500122070312,91.28146362304688,197004400
2020-07-24,90.98750305175781,92.97000122070312,89.1449966430664,92.61499786376953,91.05535125732422,185438800
2020-07-27,93.70999908447266,94.90499877929688,93.4800033569336,94.80999755859375,93.21336364746094,121214000
2020-07-28,94.36750030517578,94.55000305175781,93.24749755859375,93.25250244140625,91.6821060180664,103625600
2020-07-29,93.75,95.2300033569336,93.7125015258789,95.04000091552734,93.43949890136719,90329200
2020-07-30,94.1875,96.29750061035156,93.76750183105469,96.19000244140625,94.57012939453125,158130000
2020-07-31,102.88500213623047,106.41500091552734,100.82499694824219,106.26000213623047,104.4705581665039,374336800
2020-08-03,108.19999694824219,111.63749694824219,107.89250183105469,108.9375,107.10295867919922,308151200
2020-08-04,109.13249969482422,110.79000091552734,108.38749694824219,109.66500091552734,107.8182144165039,173071600
2020-08-05,109.37750244140625,110.39250183105469,108.89749908447266,110.0625,108.20902252197266,121776800
2020-08-06,110.40499877929688,114.4124984741211,109.79750061035156,113.90249633789062,111.98434448242188,202428800
2020-08-07,113.20500183105469,113.67500305175781,110.2925033569336,111.11250305175781,109.43830108642578,198045600
2020-08-10,112.5999984741211,113.7750015258789,110.0,112.72750091552734,111.02896118164062,212403600
2020-08-11,111.97000122070312,112.48249816894531,109.10749816894531,109.375,107.72698974609375,187902400
2020-08-12,110.49749755859375,113.2750015258789,110.29750061035156,113.01000213623047,111.30721282958984,165598000
2020-08-13,114.43000030517578,116.0425033569336,113.92749786376953,115.01000213623047,113.2770767211914,210082000
2020-08-14,114.83000183105469,115.0,113.04499816894531,114.90750122070312,113.1761245727539,165565200
2020-08-17,116.0625,116.0875015258789,113.9625015258789,114.60749816894531,112.8806381225586,119561600
2020-08-18,114.35250091552734,116.0,114.00749969482422,115.5625,113.82123565673828,105633600
2020-08-19,115.98249816894531,117.1624984741211,115.61000061035156,115.7074966430664,113.96406555175781,145538000
2020-08-20,115.75,118.39250183105469,115.73249816894531,118.2750015258789,116.49288177490234,126907200
2020-08-21,119.26249694824219,124.86750030517578,119.25,124.37000274658203,122.49604034423828,338054800
2020-08-24,128.69749450683594,128.78500366210938,123.9375,125.85749816894531,123.96112823486328,345937600
2020-08-25,124.69750213623047,125.18000030517578,123.05249786376953,124.82499694824219,122.94418334960938,211495600
2020-08-26,126.18000030517578,126.99250030517578,125.0824966430664,126.52249908447266,124.61609649658203,163022400
2020-08-27,127.14250183105469,127.48500061035156,123.8324966430664,125.01000213623047,123.12639617919922,155552400
2020-08-28,126.01249694824219,126.44249725341797,124.57749938964844,124.80750274658203,122.92694091796875,187630000
2020-08-31,127.58000183105469,131.0,126.0,129.0399932861328,127.09565734863281,225702700
2020-09-01,132.75999450683594,134.8000030517578,130.52999877929688,134.17999267578125,132.1582489013672,151948100
2020-09-02,137.58999633789062,137.97999572753906,127.0,131.39999389648438,129.4201202392578,200119000
2020-09-03,126.91000366210938,128.83999633789062,120.5,120.87999725341797,119.05863189697266,257599600
2020-09-04,120.06999969482422,123.69999694824219,110.88999938964844,120.95999908447266,119.13741302490234,332607200
2020-09-08,113.94999694824219,118.98999786376953,112.68000030517578,112.81999969482422,111.12007904052734,231366600
2020-09-09,117.26000213623047,119.13999938964844,115.26000213623047,117.31999969482422,115.55227661132812,176940500
2020-09-10,120.36000061035156,120.5,112.5,113.48999786376953,111.77997589111328,182274400
2020-09-11,114.56999969482422,115.2300033569336,110.0,112.0,110.31241607666016,180860300
2020-09-14,114.72000122070312,115.93000030517578,112.80000305175781,115.36000061035156,113.6218032836914,140150100
2020-09-15,118.33000183105469,118.83000183105469,113.61000061035156,115.54000091552734,113.7990951538086,184642000
2020-09-16,115.2300033569336,116.0,112.04000091552734,112.12999725341797,110.44046020507812,154679000
2020-09-17,109.72000122070312,112.19999694824219,108.70999908447266,110.33999633789062,108.67742919921875,178011000
2020-09-18,110.4000015258789,110.87999725341797,106.08999633789062,106.83999633789062,105.23016357421875,287104900
2020-09-21,104.54000091552734,110.19000244140625,103.0999984741211,110.08000183105469,108.42135620117188,195713800
2020-09-22,112.68000030517578,112.86000061035156,109.16000366210938,111.80999755859375,110.12527465820312,183055400
2020-09-23,111.62000274658203,112.11000061035156,106.7699966430664,107.12000274658203,105.50595092773438,150718700
2020-09-24,105.16999816894531,110.25,105.0,108.22000122070312,106.5893783569336,167743300
2020-09-25,108.43000030517578,112.44000244140625,107.66999816894531,112.27999877929688,110.58821868896484,149981400
2020-09-28,115.01000213623047,115.31999969482422,112.77999877929688,114.95999908447266,113.22782135009766,137672400
2020-09-29,114.55000305175781,115.30999755859375,113.56999969482422,114.08999633789062,112.37092590332031,99382200
2020-09-30,113.79000091552734,117.26000213623047,113.62000274658203,115.80999755859375,114.06502532958984,142675200
2020-10-01,117.63999938964844,117.72000122070312,115.83000183105469,116.79000091552734,115.0302505493164,116120400
2020-10-02,112.88999938964844,115.37000274658203,112.22000122070312,113.0199966430664,111.31705474853516,144712000
2020-10-05,113.91000366210938,116.6500015258789,113.55000305175781,116.5,114.74462127685547,106243800
2020-10-06,115.69999694824219,116.12000274658203,112.25,113.16000366210938,111.45494842529297,161498200
2020-10-07,114.62000274658203,115.55000305175781,114.12999725341797,115.08000183105469,113.34602355957031,96849000
2020-10-08,116.25,116.4000015258789,114.58999633789062,114.97000122070312,113.23767852783203,83477200
2020-10-09,115.27999877929688,117.0,114.91999816894531,116.97000122070312,115.2075424194336,100506900
2020-10-12,120.05999755859375,125.18000030517578,119.27999877929688,124.4000015258789,122.52558898925781,240226800
2020-10-13,125.2699966430664,125.38999938964844,119.6500015258789,121.0999984741211,119.27531433105469,262330500
2020-10-14,121.0,123.02999877929688,119.62000274658203,121.19000244140625,119.36396026611328,150712000
2020-10-15,118.72000122070312,121.19999694824219,118.1500015258789,120.70999908447266,118.89119720458984,112559200
2020-10-16,121.27999877929688,121.55000305175781,118.80999755859375,119.0199966430664,117.2266616821289,115393800
2020-10-19,119.95999908447266,120.41999816894531,115.66000366210938,115.9800033569336,114.23246765136719,120639300
2020-10-20,116.19999694824219,118.9800033569336,115.62999725341797,117.51000213623047,115.73941802978516,124423700
2020-10-21,116.66999816894531,118.70999908447266,116.44999694824219,116.87000274658203,115.10905456542969,89946000
2020-10-22,117.44999694824219,118.04000091552734,114.58999633789062,115.75,114.00593566894531,101988000
2020-10-23,116.38999938964844,116.55000305175781,114.27999877929688,115.04000091552734,113.30661010742188,82572600
2020-10-26,114.01000213623047,116.55000305175781,112.87999725341797,115.05000305175781,113.31646728515625,111850700
2020-10-27,115.48999786376953,117.27999877929688,114.54000091552734,116.5999984741211,114.84310913085938,92276800
2020-10-28,115.05000305175781,115.43000030517578,111.0999984741211,111.19999694824219,109.52446746826172,143937800
2020-10-29,112.37000274658203,116.93000030517578,112.19999694824219,115.31999969482422,113.58241271972656,146129200
2020-10-30,111.05999755859375,111.98999786376953,107.72000122070312,108.86000061035156,107.21973419189453,190272600
2020-11-02,109.11000061035156,110.68000030517578,107.31999969482422,108.7699966430664,107.13109588623047,122866900
2020-11-03,109.66000366210938,111.48999786376953,108.7300033569336,110.44000244140625,108.77593994140625,107624400
2020-11-04,114.13999938964844,115.58999633789062,112.3499984741211,114.94999694824219,113.21796417236328,138235500
2020-11-05,117.94999694824219,119.62000274658203,116.87000274658203,119.02999877929688,117.23650360107422,126387100
2020-11-06,118.31999969482422,119.19999694824219,116.12999725341797,118.69000244140625,117.10330200195312,114457900
2020-11-09,120.5,121.98999786376953,116.05000305175781,116.31999969482422,114.7649917602539,154515300
2020-11-10,115.55000305175781,117.58999633789062,114.12999725341797,115.97000122070312,114.41967010498047,138023400
2020-11-11,117.19000244140625,119.62999725341797,116.44000244140625,119.48999786376953,117.89260864257812,112295000
2020-11-12,119.62000274658203,120.52999877929688,118.56999969482422,119.20999908447266,117.6163558959961,103162300
2020-11-13,119.44000244140625,119.66999816894531,117.87000274658203,119.26000213623047,117.66569519042969,81581900
2020-11-16,118.91999816894531,120.98999786376953,118.1500015258789,120.30000305175781,118.69178771972656,91183000
2020-11-17,119.55000305175781,120.66999816894531,118.95999908447266,119.38999938964844,117.79396057128906,74271000
